Sequence #,Freq (MHz),Modulation,BW (Hz),SF,Coding Rate,ADR,Time,Chan,RSSI (dBm),SNR (dB)
103,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:34:51,0,-120,-17.5
101,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:34:32,0,-121,-14.5
94,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:32:51,0,-122,-13.2
87,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:31:20,0,-122,-16.5
86,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:30:58,0,-122,-20.2
77,867.5,LoRa,125,SF12,4/5,off,2015-06-17 12:27:56,0,-122,-13.8
76,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:27:41,0,-122,-16
76,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:27:22,0,-122,-14
73,867.5,LoRa,125,SF12,4/5,off,2015-06-17 12:26:31,0,-121,-14.8
67,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:25:13,0,-122,-16.8
62,867.5,LoRa,125,SF12,4/5,off,2015-06-17 12:24:05,0,-124,-15.2
60,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:23:41,0,-122,-15.5
50,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:20:48,0,-121,-17
47,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:20:15,0,-121,-14.2
46,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:20:06,0,-122,-14
39,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:18:12,0,-122,-15
37,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:17:48,0,-122,-16.5
31,867.5,LoRa,125,SF12,4/5,off,2015-06-17 12:16:28,0,-122,-14
28,869.25,LoRa,125,SF12,4/5,off,2015-06-17 12:15:34,0,-121,-15.2
21,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:13:54,0,-121,-17
19,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:13:20,0,-121,-15.5
16,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:12:42,0,-122,-16.5
15,867.75,LoRa,125,SF12,4/5,off,2015-06-17 12:12:33,0,-122,-15.8
13,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:12:04,0,-121,-16.8
9,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:11:11,0,-122,-12
4,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:09:27,0,-122,-17.8
1,867.1,LoRa,125,SF12,4/5,off,2015-06-17 12:08:25,0,-121,-16.2
