Sequence #,Freq (MHz),Modulation,BW (Hz),SF,Coding Rate,ADR,Time,Chan,RSSI (dBm),SNR (dB)
9,868.1,LoRa,125,SF11,4/5,on,2015-07-07 14:47:30,0,-77,12
8,868.5,LoRa,125,SF12,4/5,on,2015-07-07 14:47:29,2,-80,4.8
7,868.3,LoRa,250,SF7,4/5,on,2015-07-07 14:47:27,8,-85,9.5
6,867.9,LoRa,125,SF7,4/5,on,2015-07-07 14:47:26,7,-78,9.8
5,868.1,LoRa,125,SF8,4/5,on,2015-07-07 14:47:26,0,-79,11.5
4,867.1,LoRa,125,SF9,4/5,on,2015-07-07 14:47:25,3,-74,11.2
2,867.9,LoRa,125,SF11,4/5,on,2015-07-07 14:47:24,7,-79,14.2
1,868.3,LoRa,125,SF12,4/5,on,2015-07-07 14:47:22,1,-69,9.8
44,868.5,LoRa,125,SF11,4/5,on,2015-07-07 12:07:41,2,-86,9.5
43,867.5,LoRa,125,SF12,4/5,on,2015-07-07 12:07:40,5,-77,10.5
42,868.3,LoRa,250,SF7,4/5,on,2015-07-07 12:07:38,8,-95,9
41,868.3,LoRa,125,SF7,4/5,on,2015-07-07 12:07:37,1,-86,10.2
40,868.5,LoRa,125,SF8,4/5,on,2015-07-07 12:07:37,2,-98,8.2
39,867.5,LoRa,125,SF9,4/5,on,2015-07-07 12:07:36,5,-77,8.8
37,868.1,LoRa,125,SF11,4/5,on,2015-07-07 12:07:35,0,-78,12.2
36,868.5,LoRa,125,SF12,4/5,on,2015-07-07 12:07:33,2,-83,2.2
35,868.3,LoRa,250,SF7,4/5,on,2015-07-07 12:07:31,8,-92,8.5
34,867.7,LoRa,125,SF7,4/5,on,2015-07-07 12:07:31,6,-79,10
33,868.3,LoRa,125,SF8,4/5,on,2015-07-07 12:07:30,1,-92,10.2
32,868.5,LoRa,125,SF9,4/5,on,2015-07-07 12:07:30,2,-90,9.5
30,867.9,LoRa,125,SF11,4/5,on,2015-07-07 12:07:28,7,-77,12.2
29,868.1,LoRa,125,SF12,4/5,on,2015-07-07 12:07:27,0,-79,5.5
28,868.3,LoRa,250,SF7,4/5,on,2015-07-07 12:07:25,8,-87,8.8
27,867.5,LoRa,125,SF7,4/5,on,2015-07-07 12:07:25,5,-71,6.8
26,867.7,LoRa,125,SF8,4/5,on,2015-07-07 12:07:24,6,-73,12
25,868.3,LoRa,125,SF9,4/5,on,2015-07-07 12:07:23,1,-84,11.8
23,867.3,LoRa,125,SF11,4/5,on,2015-07-07 12:07:22,4,-72,11.5
22,867.9,LoRa,125,SF12,4/5,on,2015-07-07 12:07:21,7,-77,12.2
21,868.3,LoRa,250,SF7,4/5,on,2015-07-07 12:07:19,8,-86,9.8
20,867.1,LoRa,125,SF7,4/5,on,2015-07-07 12:07:18,3,-77,8.5
19,867.5,LoRa,125,SF8,4/5,on,2015-07-07 12:07:18,5,-78,8.2
18,867.9,LoRa,125,SF9,4/5,on,2015-07-07 12:07:17,7,-84,12.2
16,868.5,LoRa,125,SF11,4/5,on,2015-07-07 12:07:16,2,-79,10
15,867.3,LoRa,125,SF12,4/5,on,2015-07-07 12:07:14,4,-72,11
14,868.3,LoRa,250,SF7,4/5,on,2015-07-07 12:07:12,8,-86,10
13,868.3,LoRa,125,SF7,4/5,on,2015-07-07 12:07:12,1,-86,10.8
12,868.5,LoRa,125,SF8,4/5,on,2015-07-07 12:07:11,2,-86,8.5
11,867.3,LoRa,125,SF9,4/5,on,2015-07-07 12:07:11,4,-84,11.8
9,868.1,LoRa,125,SF11,4/5,on,2015-07-07 12:07:09,0,-79,10.8
8,868.5,LoRa,125,SF12,4/5,on,2015-07-07 12:07:08,2,-83,5.5
7,868.3,LoRa,250,SF7,4/5,on,2015-07-07 12:07:06,8,-84,9.8
6,867.9,LoRa,125,SF7,4/5,on,2015-07-07 12:07:06,7,-82,10.5
4,867.1,LoRa,125,SF9,4/5,on,2015-07-07 12:07:05,3,-77,11.8
2,867.9,LoRa,125,SF11,4/5,on,2015-07-07 12:07:03,7,-88,11
1,868.3,LoRa,125,SF12,4/5,on,2015-07-07 12:07:02,1,-89,10.5
47,867.3,LoRa,125,SF8,4/5,on,2015-07-07 12:04:34,4,-77,10.8
46,867.9,LoRa,125,SF9,4/5,on,2015-07-07 12:04:33,7,-79,12
44,868.5,LoRa,125,SF11,4/5,on,2015-07-07 12:04:32,2,-86,10.8
43,867.5,LoRa,125,SF12,4/5,on,2015-07-07 12:04:30,5,-72,10.2
42,868.3,LoRa,250,SF7,4/5,on,2015-07-07 12:04:28,8,-91,9
41,868.3,LoRa,125,SF7,4/5,on,2015-07-07 12:04:28,1,-89,9.5
37,868.1,LoRa,125,SF11,4/5,on,2015-07-07 12:04:25,0,-76,13.8
36,868.5,LoRa,125,SF12,4/5,on,2015-07-07 12:04:24,2,-83,2.8
35,868.3,LoRa,250,SF7,4/5,on,2015-07-07 12:04:22,8,-83,9.2
34,867.7,LoRa,125,SF7,4/5,on,2015-07-07 12:04:21,6,-73,10
33,868.3,LoRa,125,SF8,4/5,on,2015-07-07 12:04:21,1,-80,12
32,868.5,LoRa,125,SF9,4/5,on,2015-07-07 12:04:20,2,-88,10.5
31,867.3,LoRa,125,SF10,4/5,on,2015-07-07 12:04:20,4,-70,12.2
30,867.9,LoRa,125,SF11,4/5,on,2015-07-07 12:04:19,7,-79,11.2
28,868.3,LoRa,250,SF7,4/5,on,2015-07-07 12:04:16,8,-91,8.8
27,867.5,LoRa,125,SF7,4/5,on,2015-07-07 12:04:15,5,-73,7.5
26,867.7,LoRa,125,SF8,4/5,on,2015-07-07 12:04:15,6,-77,12.2
25,868.3,LoRa,125,SF9,4/5,on,2015-07-07 12:04:14,1,-98,11.5
23,867.3,LoRa,125,SF11,4/5,on,2015-07-07 12:04:13,4,-70,11
22,867.9,LoRa,125,SF12,4/5,on,2015-07-07 12:04:11,7,-76,12.5
21,868.3,LoRa,250,SF7,4/5,on,2015-07-07 12:04:09,8,-87,9.8
20,867.1,LoRa,125,SF7,4/5,on,2015-07-07 12:04:09,3,-72,9.2
19,867.5,LoRa,125,SF8,4/5,on,2015-07-07 12:04:08,5,-71,8.2
18,867.9,LoRa,125,SF9,4/5,on,2015-07-07 12:04:08,7,-79,11.8
16,868.5,LoRa,125,SF11,4/5,on,2015-07-07 12:04:06,2,-96,9.5
15,867.3,LoRa,125,SF12,4/5,on,2015-07-07 12:04:05,4,-71,12.8
14,868.3,LoRa,250,SF7,4/5,on,2015-07-07 12:04:03,8,-90,9
13,868.3,LoRa,125,SF7,4/5,on,2015-07-07 12:04:03,1,-89,10.5
12,868.5,LoRa,125,SF8,4/5,on,2015-07-07 12:04:02,2,-86,9.2
11,867.3,LoRa,125,SF9,4/5,on,2015-07-07 12:04:01,4,-76,13.2
9,868.1,LoRa,125,SF11,4/5,on,2015-07-07 12:04:00,0,-78,14.2
8,868.5,LoRa,125,SF12,4/5,on,2015-07-07 12:03:59,2,-85,5
7,868.3,LoRa,250,SF7,4/5,on,2015-07-07 12:03:57,8,-88,9.2
6,867.9,LoRa,125,SF7,4/5,on,2015-07-07 12:03:56,7,-74,9.5
5,868.1,LoRa,125,SF8,4/5,on,2015-07-07 12:03:56,0,-82,11.8
4,867.1,LoRa,125,SF9,4/5,on,2015-07-07 12:03:55,3,-91,11.8
2,867.9,LoRa,125,SF11,4/5,on,2015-07-07 12:03:54,7,-77,13.2
1,868.3,LoRa,125,SF12,4/5,on,2015-07-07 12:03:52,1,-75,9.2
8,868.5,LoRa,125,SF12,4/5,on,2015-07-07 12:03:45,2,-113,1.2
7,868.3,LoRa,250,SF7,4/5,on,2015-07-07 12:03:43,8,-96,9.8
6,867.9,LoRa,125,SF7,4/5,on,2015-07-07 12:03:43,7,-102,9.8
4,867.1,LoRa,125,SF9,4/5,on,2015-07-07 12:03:42,3,-98,13.2
2,867.9,LoRa,125,SF11,4/5,on,2015-07-07 12:03:40,7,-87,11.8
1,868.3,LoRa,125,SF12,4/5,on,2015-07-07 12:03:39,1,-86,10
22,867.9,LoRa,125,SF12,4/5,on,2015-07-07 12:03:16,7,-78,12.2
21,868.3,LoRa,250,SF7,4/5,on,2015-07-07 12:03:14,8,-79,9.5
20,867.1,LoRa,125,SF7,4/5,on,2015-07-07 12:03:14,3,-82,10.5
19,867.5,LoRa,125,SF8,4/5,on,2015-07-07 12:03:13,5,-80,9.2
18,867.9,LoRa,125,SF9,4/5,on,2015-07-07 12:03:13,7,-83,12.8
16,868.5,LoRa,125,SF11,4/5,on,2015-07-07 12:03:11,2,-81,9.2
15,867.3,LoRa,125,SF12,4/5,on,2015-07-07 12:03:10,4,-79,11.5
14,868.3,LoRa,250,SF7,4/5,on,2015-07-07 12:03:08,8,-79,9.5
13,868.3,LoRa,125,SF7,4/5,on,2015-07-07 12:03:07,1,-79,10.5
12,868.5,LoRa,125,SF8,4/5,on,2015-07-07 12:03:07,2,-80,9
11,867.3,LoRa,125,SF9,4/5,on,2015-07-07 12:03:06,4,-79,11.5
9,868.1,LoRa,125,SF11,4/5,on,2015-07-07 12:03:05,0,-79,11.5
8,868.5,LoRa,125,SF12,4/5,on,2015-07-07 12:03:04,2,-82,5.2
7,868.3,LoRa,250,SF7,4/5,on,2015-07-07 12:03:01,8,-82,8.2
6,867.9,LoRa,125,SF7,4/5,on,2015-07-07 12:03:01,7,-83,10.5
4,867.1,LoRa,125,SF9,4/5,on,2015-07-07 12:03:00,3,-84,13.5
2,867.9,LoRa,125,SF11,4/5,on,2015-07-07 12:02:59,7,-84,11
1,868.3,LoRa,125,SF12,4/5,on,2015-07-07 12:02:57,1,-79,11.5
16,868.5,LoRa,125,SF11,4/5,on,2015-07-07 11:09:02,2,-81,10
15,867.3,LoRa,125,SF12,4/5,on,2015-07-07 11:09:01,4,-112,11.2
14,868.3,LoRa,250,SF7,4/5,on,2015-07-07 11:08:59,8,-92,8.8
13,868.3,LoRa,125,SF7,4/5,on,2015-07-07 11:08:59,1,-94,10.2
12,868.5,LoRa,125,SF8,4/5,on,2015-07-07 11:08:58,2,-88,8.2
11,867.3,LoRa,125,SF9,4/5,on,2015-07-07 11:08:58,4,-106,12.2
10,867.9,LoRa,125,SF10,4/5,on,2015-07-07 11:08:57,7,-97,13.8
9,868.1,LoRa,125,SF11,4/5,on,2015-07-07 11:08:56,0,-94,11.2
7,868.3,LoRa,250,SF7,4/5,on,2015-07-07 11:08:53,8,-84,10.2
6,867.9,LoRa,125,SF7,4/5,on,2015-07-07 11:08:52,7,-86,9.5
5,868.1,LoRa,125,SF8,4/5,on,2015-07-07 11:08:52,0,-88,11
4,867.1,LoRa,125,SF9,4/5,on,2015-07-07 11:08:51,3,-92,11.8
2,867.9,LoRa,125,SF11,4/5,on,2015-07-07 11:08:50,7,-102,11.8
1,868.3,LoRa,125,SF12,4/5,on,2015-07-07 11:08:48,1,-81,11.2
72,867.1,LoRa,125,SF11,4/5,on,2015-07-07 11:08:38,3,-82,10
71,867.5,LoRa,125,SF12,4/5,on,2015-07-07 11:08:36,5,-87,9.8
70,868.3,LoRa,250,SF7,4/5,on,2015-07-07 11:08:34,8,-74,10.2
69,868.1,LoRa,125,SF7,4/5,on,2015-07-07 11:08:34,0,-79,11
68,868.5,LoRa,125,SF8,4/5,on,2015-07-07 11:08:34,2,-82,9
67,867.3,LoRa,125,SF9,4/5,on,2015-07-07 11:08:33,4,-80,13.5
65,868.3,LoRa,125,SF11,4/5,on,2015-07-07 11:08:31,1,-78,13.5
64,867.9,LoRa,125,SF12,4/5,on,2015-07-07 11:08:30,3,-80,11.2
63,868.3,LoRa,250,SF7,4/5,on,2015-07-07 11:08:28,8,-80,9.5
62,867.9,LoRa,125,SF7,4/5,on,2015-07-07 11:08:28,7,-78,9.2
60,867.1,LoRa,125,SF9,4/5,on,2015-07-07 11:08:27,3,-82,10.5
58,867.9,LoRa,125,SF11,4/5,on,2015-07-07 11:08:25,7,-80,11.2
57,868.1,LoRa,125,SF12,4/5,on,2015-07-07 11:08:24,0,-78,4.5
56,868.3,LoRa,250,SF7,4/5,on,2015-07-07 11:08:22,8,-81,9.5
55,867.5,LoRa,125,SF7,4/5,on,2015-07-07 11:08:21,5,-77,7.2
54,867.9,LoRa,125,SF8,4/5,on,2015-07-07 11:08:21,7,-78,11.8
53,868.1,LoRa,125,SF9,4/5,on,2015-07-07 11:08:20,0,-84,13
51,867.3,LoRa,125,SF11,4/5,on,2015-07-07 11:08:19,4,-75,12.5
50,867.9,LoRa,125,SF12,4/5,on,2015-07-07 11:08:18,7,-76,12.8
49,868.3,LoRa,250,SF7,4/5,on,2015-07-07 11:08:15,8,-79,10
48,867.1,LoRa,125,SF7,4/5,on,2015-07-07 11:08:15,3,-83,9.8
47,867.3,LoRa,125,SF8,4/5,on,2015-07-07 11:08:15,4,-81,11.5
46,867.9,LoRa,125,SF9,4/5,on,2015-07-07 11:08:14,7,-102,12.8
44,868.5,LoRa,125,SF11,4/5,on,2015-07-07 11:08:13,2,-79,9.5
43,867.5,LoRa,125,SF12,4/5,on,2015-07-07 11:08:11,5,-82,10
42,868.3,LoRa,250,SF7,4/5,on,2015-07-07 11:08:09,8,-83,9.5
41,868.3,LoRa,125,SF7,4/5,on,2015-07-07 11:08:09,1,-84,9.5
40,868.5,LoRa,125,SF8,4/5,on,2015-07-07 11:08:08,2,-79,9
39,867.5,LoRa,125,SF9,4/5,on,2015-07-07 11:08:08,5,-94,8.8
38,867.7,LoRa,125,SF10,4/5,on,2015-07-07 11:08:07,6,-82,12.5
37,868.1,LoRa,125,SF11,4/5,on,2015-07-07 11:08:06,0,-79,11.5
35,868.3,LoRa,250,SF7,4/5,on,2015-07-07 11:08:03,8,-82,10
34,867.7,LoRa,125,SF7,4/5,on,2015-07-07 11:08:02,6,-86,9.2
33,868.3,LoRa,125,SF8,4/5,on,2015-07-07 11:08:02,1,-82,11.2
32,868.5,LoRa,125,SF9,4/5,on,2015-07-07 11:08:01,2,-86,9
31,867.3,LoRa,125,SF10,4/5,on,2015-07-07 11:08:01,4,-89,13
30,867.9,LoRa,125,SF11,4/5,on,2015-07-07 11:08:00,7,-83,12.8
28,868.3,LoRa,250,SF7,4/5,on,2015-07-07 11:07:57,8,-79,9.8
27,867.5,LoRa,125,SF7,4/5,on,2015-07-07 11:07:56,5,-95,7.8
26,867.7,LoRa,125,SF8,4/5,on,2015-07-07 11:07:56,6,-84,10.8
25,868.3,LoRa,125,SF9,4/5,on,2015-07-07 11:07:55,1,-82,11.5
24,867.1,LoRa,125,SF10,4/5,on,2015-07-07 11:07:54,3,-92,10.8
23,867.3,LoRa,125,SF11,4/5,on,2015-07-07 11:07:54,4,-98,10
22,867.9,LoRa,125,SF12,4/5,on,2015-07-07 11:07:52,7,-85,12.2
21,868.3,LoRa,250,SF7,4/5,on,2015-07-07 11:07:50,8,-80,10
20,867.1,LoRa,125,SF7,4/5,on,2015-07-07 11:07:50,3,-85,9.5
19,867.5,LoRa,125,SF8,4/5,on,2015-07-07 11:07:49,5,-88,8.2
18,867.9,LoRa,125,SF9,4/5,on,2015-07-07 11:07:49,7,-85,12
16,868.5,LoRa,125,SF11,4/5,on,2015-07-07 11:07:47,2,-80,9.5
15,867.3,LoRa,125,SF12,4/5,on,2015-07-07 11:07:46,4,-87,12
14,868.3,LoRa,250,SF7,4/5,on,2015-07-07 11:07:44,8,-81,10
13,868.3,LoRa,125,SF7,4/5,on,2015-07-07 11:07:43,1,-80,9.5
12,868.5,LoRa,125,SF8,4/5,on,2015-07-07 11:07:43,2,-80,9.5
11,867.3,LoRa,125,SF9,4/5,on,2015-07-07 11:07:42,4,-90,11
9,868.1,LoRa,125,SF11,4/5,on,2015-07-07 11:07:41,0,-79,12
8,868.5,LoRa,125,SF12,4/5,on,2015-07-07 11:07:40,2,-83,3.5
7,868.3,LoRa,250,SF7,4/5,on,2015-07-07 11:07:38,8,-84,9.8
6,867.9,LoRa,125,SF7,4/5,on,2015-07-07 11:07:37,7,-79,8.5
4,867.1,LoRa,125,SF9,4/5,on,2015-07-07 11:07:36,3,-91,11.2
2,867.9,LoRa,125,SF11,4/5,on,2015-07-07 11:07:35,7,-78,13.2
1,868.3,LoRa,125,SF12,4/5,on,2015-07-07 11:07:33,1,-78,9.2
7002,867.9,LoRa,125,SF11,4/5,on,2015-07-06 13:49:04,7,-125,-13.2
6994,867.7,LoRa,125,SF12,4/5,on,2015-07-06 13:48:56,6,-124,-14.2
6988,867.1,LoRa,125,SF11,4/5,on,2015-07-06 13:48:51,3,-125,-13
6983,867.3,LoRa,125,SF9,4/5,on,2015-07-06 13:48:47,4,-124,-11.5
6980,868.5,LoRa,125,SF12,4/5,on,2015-07-06 13:48:44,2,-121,-14.8
6974,867.7,LoRa,125,SF11,4/5,on,2015-07-06 13:48:39,6,-122,-17
6967,867.3,LoRa,125,SF11,4/5,on,2015-07-06 13:48:32,4,-122,-14
6960,867.1,LoRa,125,SF11,4/5,on,2015-07-06 13:48:26,3,-125,-15.5
6952,867.1,LoRa,125,SF12,4/5,on,2015-07-06 13:48:19,3,-122,-13.5
6948,867.1,LoRa,125,SF9,4/5,on,2015-07-06 13:48:15,3,-121,-8.2
6946,867.7,LoRa,125,SF11,4/5,on,2015-07-06 13:48:13,6,-121,-14.2
6945,868.3,LoRa,125,SF12,4/5,on,2015-07-06 13:48:12,1,-121,-11.8
6941,868.3,LoRa,125,SF9,4/5,on,2015-07-06 13:48:09,1,-119,-11.8
6938,867.7,LoRa,125,SF12,4/5,on,2015-07-06 13:48:06,6,-122,-12.8
6934,867.7,LoRa,125,SF9,4/5,on,2015-07-06 13:48:02,6,-124,-13
6932,868.5,LoRa,125,SF11,4/5,on,2015-07-06 13:48:01,2,-122,-13.8
6931,867.5,LoRa,125,SF12,4/5,on,2015-07-06 13:48:00,5,-121,-14.8
6926,867.9,LoRa,125,SF10,4/5,on,2015-07-06 13:47:55,7,-125,-10.5
6925,868.1,LoRa,125,SF11,4/5,on,2015-07-06 13:47:55,0,-121,-13.8
6924,868.5,LoRa,125,SF12,4/5,on,2015-07-06 13:47:53,2,-121,-17.2
6917,868.3,LoRa,125,SF12,4/5,on,2015-07-06 13:47:47,1,-116,-17.2
6910,867.9,LoRa,125,SF12,4/5,on,2015-07-06 13:47:41,7,-122,-10
6906,867.9,LoRa,125,SF9,4/5,on,2015-07-06 13:47:37,7,-125,-11.2
6904,868.5,LoRa,125,SF11,4/5,on,2015-07-06 13:47:36,2,-122,-12
6903,867.3,LoRa,125,SF12,4/5,on,2015-07-06 13:47:34,4,-121,-12.5
6899,867.5,LoRa,125,SF9,4/5,on,2015-07-06 13:47:31,5,-119,-9.8
6896,868.5,LoRa,125,SF12,4/5,on,2015-07-06 13:47:28,2,-120,-16.5
6889,868.1,LoRa,125,SF12,4/5,on,2015-07-06 13:47:22,0,-122,-16.2
6882,867.7,LoRa,125,SF12,4/5,on,2015-07-06 13:47:15,6,-121,-12.8
6871,867.3,LoRa,125,SF9,4/5,on,2015-07-06 13:47:05,4,-121,-8
6861,868.1,LoRa,125,SF12,4/5,on,2015-07-06 13:46:56,0,-124,-12.5
6847,867.3,LoRa,125,SF12,4/5,on,2015-07-06 13:46:44,4,-122,-14
6792,867.1,LoRa,125,SF11,4/5,on,2015-07-06 13:45:54,3,-121,-15.2
6777,868.3,LoRa,125,SF12,4/5,on,2015-07-06 13:45:40,1,-118,-19.8
6770,867.9,LoRa,125,SF12,4/5,on,2015-07-06 13:45:34,7,-124,-13.8
6729,868.1,LoRa,125,SF11,4/5,on,2015-07-06 13:44:58,0,-122,-15.2
6694,867.7,LoRa,125,SF11,4/5,on,2015-07-06 13:44:26,6,-122,-12.5
6666,867.7,LoRa,125,SF11,4/5,on,2015-07-06 13:44:01,6,-122,-11.5
6665,868.3,LoRa,125,SF12,4/5,on,2015-07-06 13:43:59,1,-117,-15
6651,867.3,LoRa,125,SF12,4/5,on,2015-07-06 13:43:47,4,-122,-16.5
6631,867.3,LoRa,125,SF11,4/5,on,2015-07-06 13:43:29,4,-124,-12.2
6619,867.3,LoRa,125,SF9,4/5,on,2015-07-06 13:43:18,4,-121,-12
6617,868.1,LoRa,125,SF11,4/5,on,2015-07-06 13:43:16,0,-124,-12.8
6610,867.7,LoRa,125,SF11,4/5,on,2015-07-06 13:43:10,6,-122,-10
6602,867.9,LoRa,125,SF12,4/5,on,2015-07-06 13:43:02,7,-124,-12.5
6547,867.3,LoRa,125,SF11,4/5,on,2015-07-06 13:42:13,4,-124,-13.2
6539,867.3,LoRa,125,SF12,4/5,on,2015-07-06 13:42:06,4,-122,-13
6511,867.3,LoRa,125,SF12,4/5,on,2015-07-06 13:41:40,4,-121,-10.8
6504,868.5,LoRa,125,SF12,4/5,on,2015-07-06 13:41:34,2,-120,-8.8
6498,867.7,LoRa,125,SF11,4/5,on,2015-07-06 13:41:29,6,-122,-5.8
6497,868.1,LoRa,125,SF12,4/5,on,2015-07-06 13:41:28,0,-122,-9.8
6494,867.7,LoRa,125,SF8,4/5,on,2015-07-06 13:41:25,6,-121,-7.8
6493,868.1,LoRa,125,SF9,4/5,on,2015-07-06 13:41:24,0,-124,-10.5
6490,867.9,LoRa,125,SF12,4/5,on,2015-07-06 13:41:21,7,-121,-9
6486,867.7,LoRa,125,SF9,4/5,on,2015-07-06 13:41:18,6,-121,-9.2
6484,868.5,LoRa,125,SF11,4/5,on,2015-07-06 13:41:16,2,-120,-6
6483,867.5,LoRa,125,SF12,4/5,on,2015-07-06 13:41:15,5,-120,-10.8
6477,868.1,LoRa,125,SF11,4/5,on,2015-07-06 13:41:10,0,-122,-9.5
6476,868.5,LoRa,125,SF12,4/5,on,2015-07-06 13:41:09,2,-122,-8
6472,867.1,LoRa,125,SF9,4/5,on,2015-07-06 13:41:05,3,-121,-0.5
6470,867.7,LoRa,125,SF11,4/5,on,2015-07-06 13:41:04,6,-121,-11.8
6469,868.3,LoRa,125,SF12,4/5,on,2015-07-06 13:41:02,1,-122,-13.8
6420,867.1,LoRa,125,SF12,4/5,on,2015-07-06 13:40:18,3,-124,-13.8
6392,867.1,LoRa,125,SF12,4/5,on,2015-07-06 13:39:53,3,-122,-16
6365,868.3,LoRa,125,SF11,4/5,on,2015-07-06 13:39:29,1,-119,-16
6358,867.9,LoRa,125,SF11,4/5,on,2015-07-06 13:39:23,7,-125,-13.8
6343,867.5,LoRa,125,SF12,4/5,on,2015-07-06 13:39:09,5,-114,-15
6337,868.3,LoRa,125,SF11,4/5,on,2015-07-06 13:39:04,1,-119,-10.8
6330,867.9,LoRa,125,SF11,4/5,on,2015-07-06 13:38:57,7,-125,-14.8
6315,867.3,LoRa,125,SF12,4/5,on,2015-07-06 13:38:43,4,-122,-10.5
6308,868.5,LoRa,125,SF12,4/5,on,2015-07-06 13:38:37,2,-121,-8.8
6304,867.1,LoRa,125,SF9,4/5,on,2015-07-06 13:38:34,3,-124,-11
6302,867.7,LoRa,125,SF11,4/5,on,2015-07-06 13:38:32,6,-121,-4
6301,868.1,LoRa,125,SF12,4/5,on,2015-07-06 13:38:31,0,-121,-7.2
6297,868.1,LoRa,125,SF9,4/5,on,2015-07-06 13:38:27,0,-122,-8.8
6295,867.3,LoRa,125,SF11,4/5,on,2015-07-06 13:38:26,4,-121,-5.2
6225,868.3,LoRa,125,SF11,4/5,on,2015-07-06 13:37:22,1,-110,-7
6224,867.5,LoRa,125,SF12,4/5,on,2015-07-06 13:37:21,3,-122,-4.8
6223,868.3,LoRa,250,SF7,4/5,on,2015-07-06 13:37:19,8,-117,-6.5
6222,867.9,LoRa,125,SF7,4/5,on,2015-07-06 13:37:19,7,-120,1.2
6218,867.7,LoRa,125,SF11,4/5,on,2015-07-06 13:37:16,6,-122,-2.2
6217,868.3,LoRa,125,SF12,4/5,on,2015-07-06 13:37:15,1,-118,-3
6213,868.1,LoRa,125,SF9,4/5,on,2015-07-06 13:37:11,0,-120,-3.8
6211,867.3,LoRa,125,SF11,4/5,on,2015-07-06 13:37:10,4,-121,-4.5
6210,867.7,LoRa,125,SF12,4/5,on,2015-07-06 13:37:09,6,-121,-3.2
6206,867.7,LoRa,125,SF9,4/5,on,2015-07-06 13:37:05,6,-121,-9
6204,867.1,LoRa,125,SF11,4/5,on,2015-07-06 13:37:04,3,-124,-7.2
6200,868.5,LoRa,125,SF8,4/5,on,2015-07-06 13:36:59,2,-120,-7.5
6161,868.3,LoRa,125,SF12,4/5,on,2015-07-06 13:36:24,1,-121,-14.5
6155,867.3,LoRa,125,SF11,4/5,on,2015-07-06 13:36:19,4,-122,-17.2
6140,868.5,LoRa,125,SF12,4/5,on,2015-07-06 13:36:05,2,-122,-7.8
6127,867.3,LoRa,125,SF11,4/5,on,2015-07-06 13:35:54,4,-120,-14.2
6070,867.7,LoRa,125,SF12,4/5,on,2015-07-06 13:35:02,6,-124,-13.8
5993,868.3,LoRa,125,SF12,4/5,on,2015-07-06 13:33:53,1,-121,-13
5947,867.3,LoRa,125,SF9,4/5,on,2015-07-06 13:33:11,4,-121,-12
5910,867.7,LoRa,125,SF11,4/5,on,2015-07-06 13:32:38,6,-122,-9.2
5895,867.5,LoRa,125,SF12,4/5,on,2015-07-06 13:32:24,5,-122,-12.5
5825,868.1,LoRa,125,SF12,4/5,on,2015-07-06 13:31:21,0,-122,-16
5819,867.3,LoRa,125,SF11,4/5,on,2015-07-06 13:31:16,4,-121,-17.5
5811,867.3,LoRa,125,SF12,4/5,on,2015-07-06 13:31:08,4,-121,-13
5805,868.3,LoRa,125,SF11,4/5,on,2015-07-06 13:31:03,1,-121,-17.5
5804,867.1,LoRa,125,SF12,4/5,on,2015-07-06 13:31:02,3,-122,-19.8
5777,868.1,LoRa,125,SF11,4/5,on,2015-07-06 13:30:38,0,-124,-11.5
5776,868.5,LoRa,125,SF12,4/5,on,2015-07-06 13:30:37,2,-121,-12.2
5769,868.1,LoRa,125,SF12,4/5,on,2015-07-06 13:30:30,0,-122,-14.5
5749,868.3,LoRa,125,SF11,4/5,on,2015-07-06 13:30:13,1,-119,-16.8
5741,868.1,LoRa,125,SF12,4/5,on,2015-07-06 13:30:05,0,-124,-12
5728,867.1,LoRa,125,SF11,4/5,on,2015-07-06 13:29:54,3,-121,-15.2
5727,867.3,LoRa,125,SF12,4/5,on,2015-07-06 13:29:52,4,-121,-12.2
5713,868.1,LoRa,125,SF12,4/5,on,2015-07-06 13:29:40,0,-122,-13.5
5706,867.9,LoRa,125,SF12,4/5,on,2015-07-06 13:29:34,7,-124,-14
5693,868.3,LoRa,125,SF11,4/5,on,2015-07-06 13:29:22,1,-121,-10.5
5686,867.9,LoRa,125,SF11,4/5,on,2015-07-06 13:29:16,7,-126,-15
5685,868.1,LoRa,125,SF12,4/5,on,2015-07-06 13:29:15,0,-122,-14
5678,867.9,LoRa,125,SF12,4/5,on,2015-07-06 13:29:08,7,-125,-15.5
5672,868.5,LoRa,125,SF11,4/5,on,2015-07-06 13:29:03,2,-122,-15
5665,868.1,LoRa,125,SF11,4/5,on,2015-07-06 13:28:57,0,-121,-14.2
5664,868.5,LoRa,125,SF12,4/5,on,2015-07-06 13:28:56,2,-122,-17.8
5657,868.3,LoRa,125,SF12,4/5,on,2015-07-06 13:28:49,1,-121,-17.5
5639,867.3,LoRa,125,SF9,4/5,on,2015-07-06 13:28:33,4,-124,-11.2
5601,868.3,LoRa,125,SF12,4/5,on,2015-07-06 13:27:59,1,-124,-13
5574,867.7,LoRa,125,SF11,4/5,on,2015-07-06 13:27:35,6,-121,-12.5
5559,867.3,LoRa,125,SF12,4/5,on,2015-07-06 13:27:21,4,-121,-11.5
5543,867.3,LoRa,125,SF7,4/5,on,2015-07-06 13:27:06,4,-121,-5.5
5538,867.7,LoRa,125,SF12,4/5,on,2015-07-06 13:27:02,6,-121,-12
